Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,GA,G_PK,GA_PK,year
Awn Al Saluli,sa KSA,DF,Al-Ittihad,18,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Jorge Santos Silva,br BRA,"MF,FW",Al-Batin,30,1987,16,16,"1,438",11,2,2,2,3,0,0.69,0.13,0.81,0.56,0.69,2017
Edison Luiz dos Santos,br BRA,"FW,MF",Al-Batin,31,1985,16,16,"1,412",4,2,0,2,3,0,0.25,0.13,0.38,0.25,0.38,2017
Edison Luiz dos Santos,br BRA,"MF,FW",Al-Raed,31,1985,8,6,511,3,1,0,0,1,0,0.53,0.18,0.7,0.53,0.7,2017
João Pedro Pereira dos Santos,br BRA,FW,Al-Fateh,24,1993,22,22,"1,908",9,0,0,0,1,1,0.42,0,0.42,0.42,0.42,2017
Ferjani Sassi,tn TUN,MF,Al-Nassr,25,1992,8,7,559,0,2,0,0,1,0,0,0.32,0.32,0,0.32,2017
Sultan Al-Sawadi,sa KSA,MF,Al-Raed,24,1992,23,18,"1,648",3,6,0,0,5,1,0.16,0.33,0.49,0.16,0.49,2017
Abdulmajeed Al-Sawat,sa KSA,MF,Al-Taawoun,22,1995,24,18,"1,696",5,1,0,0,2,0,0.27,0.05,0.32,0.27,0.32,2017
Hussein El Sayed,eg EGY,DF,Al-Ettifaq,25,1991,9,9,810,0,1,0,0,2,0,0,0.11,0.11,0,0.11,2017
Guilherme Schettine,br BRA,"FW,MF",Al-Batin,21,1995,10,9,820,5,3,0,0,1,0,0.55,0.33,0.88,0.55,0.88,2017
Osama Al-Selim,sa KSA,DF,Al-Ettifaq,20,1996,5,4,364,0,0,0,0,0,0,0,0,0,0,0,2017
Saad Al-Selouli,sa KSA,MF,Al-Ettifaq,19,1998,2,1,67,0,0,0,0,1,0,0,0,0,0,0,2017
Islam Seraj,sa KSA,FW,Al-Faisaly,28,1989,17,12,"1,065",7,1,0,0,2,0,0.59,0.08,0.68,0.59,0.68,2017
Paulo Sérgio,br BRA,FW,Al-Qadsiah,28,1989,5,3,264,1,0,0,0,0,0,0.34,0,0.34,0.34,0.34,2017
Hussain Shae'an,sa KSA,GK,Al-Nassr,28,1989,6,5,487,0,0,0,0,0,0,0,0,0,0,0,2017
Mohammed Al-Shahrani,sa KSA,MF,Al-Nassr,21,1996,4,0,33,0,0,0,0,0,0,0,0,0,0,0,2017
Yasser Al-Shahrani,sa KSA,DF,Al-Hilal,25,1992,20,20,"1,800",2,4,0,0,3,0,0.1,0.2,0.3,0.1,0.3,2017
Mohammad Al-Shalhoub,sa KSA,MF,Al-Hilal,36,1980,9,1,226,2,0,0,0,0,0,0.8,0,0.8,0.8,0.8,2017
Talal Al-Shamali,sa KSA,MF,Al-Raed,27,1990,1,0,10,0,0,0,0,0,0,0,0,0,0,0,2017
Abdullah Al-Shamekh,sa KSA,DF,Al-Raed,24,1993,21,21,"1,868",0,1,0,0,5,0,0,0.05,0.05,0,0.05,2017
Abdullah Al-Shammari,sa KSA,DF,Al-Taawoun,23,1993,17,17,"1,530",2,0,0,0,2,0,0.12,0,0.12,0.12,0.12,2017
Yousef Al Shammari,sa KSA,FW,Al-Batin,19,1997,3,0,95,1,0,0,0,0,0,0.95,0,0.95,0.95,0.95,2017
Abdulmalek Al-Shammeri,sa KSA,MF,Al-Batin,21,1995,25,14,"1,432",0,3,0,0,3,0,0,0.19,0.19,0,0.19,2017
Abdurahman Al-Shammeri,sa KSA,DF,Al-Raed,28,1989,6,3,173,0,0,0,0,0,0,0,0,0,0,0,2017
Rakhi Al-Shammeri,sa KSA,FW,Al-Shabab,20,1996,1,0,24,0,0,0,0,0,0,0,0,0,0,0,2017
Hamdan Al-Shamrani,sa KSA,DF,Al-Ahli,20,1996,4,3,259,0,0,0,0,1,0,0,0,0,0,0,2017
Nasser Al-Shamrani,sa KSA,FW,Al-Shabab,33,1983,21,18,"1,459",7,5,1,2,1,0,0.43,0.31,0.74,0.37,0.68,2017
Fahad Al-Shamri,sa KSA,GK,Al-Fayha,36,1981,7,7,630,0,0,0,0,1,0,0,0,0,0,0,2017
Ahmed Sharahili,sa KSA,DF,Al-Fateh,23,1994,20,20,"1,734",0,1,0,0,2,0,0,0.05,0.05,0,0.05,2017
Mutaeb Sharahili,sa KSA,GK,Al-Raed,24,1992,19,19,"1,710",0,0,0,0,1,0,0,0,0,0,0,2017
Riyadh Sharahili,sa KSA,"MF,DF",Al-Fateh,24,1993,18,9,898,0,1,0,0,0,0,0,0.1,0.1,0,0.1,2017
Abdulaziz Al-Sharid,sa KSA,MF,Al-Taawoun,23,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Abdulaziz Al-Sharid,sa KSA,MF,Ohod,23,1994,7,3,335,0,0,0,0,0,0,0,0,0,0,0,2017
Saleh Al-Shehri,sa KSA,"FW,MF",Al-Raed,23,1993,15,5,470,3,1,0,0,2,0,0.57,0.19,0.77,0.57,0.77,2017
Yahya Al-Shehri,sa KSA,MF,Al-Nassr,27,1990,16,15,"1,330",4,6,0,0,0,0,0.27,0.41,0.68,0.27,0.68,2017
Ahmed El Sheikh,eg EGY,"MF,FW",Al-Ettifaq,24,1992,9,6,563,1,2,0,0,1,0,0.16,0.32,0.48,0.16,0.48,2017
Jedaan Al Shemmari,sa KSA,MF,Al-Batin,25,1992,2,1,106,0,0,0,0,0,0,0,0,0,0,0,2017
Muhannad Shenqeeti,sa KSA,"DF,MF",Ohod,18,1999,5,4,372,0,0,0,0,0,0,0,0,0,0,0,2017
Waleed Shenqeeti,sa KSA,MF,Al-Qadsiah,23,1994,7,0,57,1,0,0,0,0,0,1.58,0,1.58,1.58,1.58,2017
Sultan Al-Sherif,sa KSA,MF,Al-Raed,25,1991,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
Shikabala,eg EGY,"MF,FW",Al-Raed,31,1986,21,17,"1,626",9,4,1,1,2,0,0.5,0.22,0.72,0.44,0.66,2017
Ibrahim Al-Shoeil,sa KSA,DF,Al-Qadsiah,22,1994,12,11,940,0,0,0,0,2,0,0,0,0,0,0,2017
Nawaf Al-Shonaishni,sa KSA,MF,Al-Nassr,21,1996,1,0,12,0,0,0,0,1,0,0,0,0,0,0,2017
Mohammed Al Shuraymi,sa KSA,"MF,DF",Al-Raed,22,1995,8,6,509,0,0,0,0,0,0,0,0,0,0,0,2017
Hussein Al Shuwaysh,sa KSA,DF,Al-Raed,28,1988,13,9,909,0,0,0,0,1,0,0,0,0,0,0,2017
Leonardo da Silva Souza,br BRA,"MF,FW",Al-Ahli,25,1992,19,16,"1,426",10,6,2,2,2,0,0.63,0.38,1.01,0.5,0.88,2017
Luis Gustavo Melere da Silva,br BRA,MF,Al-Faisaly,26,1991,25,24,"2,165",9,8,3,4,5,0,0.37,0.33,0.71,0.25,0.58,2017
Luís Paulo da Silva,br BRA,DF,Al-Batin,27,1989,24,24,"2,160",3,0,0,0,2,0,0.12,0,0.12,0.12,0.12,2017
Nawaf Al-Sobhi,sa KSA,DF,Al-Qadsiah,27,1990,3,1,114,0,0,0,0,0,0,0,0,0,0,0,2017
Nawaf Al-Sobhi,sa KSA,DF,Al-Fayha,27,1990,6,6,540,1,0,0,0,0,0,0.17,0,0.17,0.17,0.17,2017
Omar Al-Sohaymi,sa KSA,MF,Al-Faisaly,24,1993,1,0,10,0,0,0,0,0,0,0,0,0,0,0,2017
Omar Al Somah,sy SYR,FW,Al-Ahli,28,1989,14,13,"1,101",11,3,1,1,3,0,0.9,0.25,1.14,0.82,1.06,2017
Omar Al-Sonain,sa KSA,DF,Al-Ettifaq,22,1995,8,7,606,0,1,0,0,4,0,0,0.15,0.15,0,0.15,2017
Claudemir de Souza,br BRA,MF,Al-Ahli,29,1988,20,20,"1,799",2,3,0,0,3,1,0.1,0.15,0.25,0.1,0.25,2017
Mazen Al-Sowailem,sa KSA,MF,Al-Fateh,21,1996,2,0,14,0,0,0,0,0,0,0,0,0,0,0,2017
Wesam Al-Sowayed,sa KSA,"DF,MF",Al-Faisaly,29,1987,6,6,445,0,1,0,0,2,0,0,0.2,0.2,0,0.2,2017
Mohammed Al Subaie,sa KSA,MF,Al-Ettifaq,,,16,6,793,0,3,0,0,2,0,0,0.34,0.34,0,0.34,2017
Abdullah Al-Sudairy,sa KSA,GK,Al-Shabab,25,1992,1,0,26,0,0,0,0,0,0,0,0,0,0,0,2017
Rabee Sufyani,sa KSA,"MF,FW",Al-Ittihad,30,1987,20,10,987,2,1,0,0,1,0,0.18,0.09,0.27,0.18,0.27,2017
Badr Al-Sulaitin,sa KSA,MF,Al-Raed,27,1990,4,2,159,0,0,0,0,0,0,0,0,0,0,0,2017
Abdulmajeed Al-Sulayhem,sa KSA,MF,Al-Shabab,23,1994,16,15,"1,226",0,3,0,0,0,0,0,0.22,0.22,0,0.22,2017
Khaled Al-Sumairi,sa KSA,MF,Al-Ittihad,20,1997,20,17,"1,432",0,1,0,0,3,0,0,0.06,0.06,0,0.06,2017
Saher Al Surayhi,sa KSA,MF,Al-Ittihad,19,1998,1,0,18,0,0,0,0,0,0,0,0,0,0,0,2017
Moataz Tombakti,sa KSA,MF,Al-Fayha,23,1994,8,4,309,0,1,0,0,2,0,0,0.29,0.29,0,0.29,2017
Alexandros Tziolis,gr GRE,"MF,DF",Al-Fayha,32,1985,25,23,"2,105",2,2,0,0,4,0,0.09,0.09,0.17,0.09,0.17,2017
Sebastián Ubilla,cl CHI,"MF,FW",Al-Shabab,26,1990,6,5,384,2,0,0,0,1,0,0.47,0,0.47,0.47,0.47,2017
Bruno Uvini,br BRA,DF,Al-Nassr,26,1991,25,25,"2,250",2,0,0,0,4,0,0.08,0,0.08,0.08,0.08,2017
Carlos Villanueva,cl CHI,MF,Al-Ittihad,31,1986,20,19,"1,750",2,7,0,0,2,0,0.1,0.36,0.46,0.1,0.46,2017
Isaac Vorsah,gh GHA,DF,Ohod,29,1988,19,18,"1,628",1,0,0,0,1,0,0.06,0,0.06,0.06,0.06,2017
Wesam Wahib,sa KSA,MF,Al-Qadsiah,25,1992,4,2,149,0,0,0,0,0,0,0,0,0,0,0,2017
Abdulaziz Waseli,sa KSA,DF,Al-Ettifaq,21,1996,2,1,104,0,0,0,0,0,0,0,0,0,0,0,2017
Abdullah Al-Yahya,sa KSA,FW,Ohod,,,2,2,127,0,0,0,0,1,0,0,0,0,0,0,2017
Saeed Awadh Al Yami,sa KSA,DF,Al-Faisaly,23,1994,17,15,"1,331",0,0,0,0,5,1,0,0,0,0,0,2017
Abdullah Al Yousif,sa KSA,DF,Al-Fateh,19,1997,3,2,146,0,0,0,0,1,0,0,0,0,0,0,2017
Ahmed Al-Zain,sa KSA,MF,Al-Ahli,26,1991,2,0,59,0,0,0,0,0,0,0,0,0,0,0,2017
Ahmed Al-Zain,sa KSA,MF,Al-Fayha,26,1991,3,1,109,0,1,0,0,0,0,0,0.83,0.83,0,0.83,2017
Moamen Zakaria,eg EGY,FW,Al-Ahli,29,1988,6,2,234,1,0,0,0,0,0,0.38,0,0.38,0.38,0.38,2017
Ali Ahmed Al Zaqan,sa KSA,MF,Al-Fateh,26,1991,23,23,"1,892",6,3,0,1,2,1,0.29,0.14,0.43,0.29,0.43,2017
Khaled Al Zealaiy,sa KSA,MF,Al-Raed,30,1987,1,0,23,0,0,0,0,0,0,0,0,0,0,0,2017
Abdullah Al-Zori,sa KSA,DF,Al-Hilal,29,1987,6,4,359,0,0,0,0,0,0,0,0,0,0,0,2017
Ali Al-Zubaidi,sa KSA,DF,Al-Ahli,24,1993,1,0,30,0,0,0,0,0,0,0,0,0,0,0,2017
Ibrahim Al-Zubaidi,sa KSA,DF,Al-Taawoun,28,1989,18,17,"1,479",0,0,0,0,5,0,0,0,0,0,0,2017
Mohammed Al-Zubaidi,sa KSA,DF,Al-Ettifaq,19,1997,3,3,270,0,0,0,0,2,0,0,0,0,0,0,2017
Osama Aashor,sa KSA,"DF,MF",Ohod,28,1990,11,7,681,0,0,0,0,4,1,0,0,0,0,0,2018
Mohamed Abdel-Shafy,eg EGY,DF,Al-Ahli,33,1985,22,22,"1,980",0,1,0,0,1,0,0,0.05,0.05,0,0.05,2018
Ghazi Abderrazzak,tn TUN,DF,Ohod,31,1986,13,13,"1,170",0,0,0,0,1,0,0,0,0,0,0,2018
Ahmed Abdoh Jaber,sa KSA,FW,Al-Wehda,,,25,15,"1,299",7,1,0,0,1,0,0.48,0.07,0.55,0.48,0.55,2018
Omar Abdulaziz,sa KSA,MF,Al-Faisaly,34,1983,12,4,457,0,1,0,0,0,0,0,0.2,0.2,0,0.2,2018
Hussein Abdulghani,sa KSA,DF,Ohod,41,1977,11,11,990,1,1,1,1,3,0,0.09,0.09,0.18,0,0.09,2018
Hussein Abdulghani,sa KSA,DF,Al-Ahli,41,1977,3,3,270,0,0,0,0,3,0,0,0,0,0,0,2018
Saud Abdulhamid,sa KSA,DF,Al-Ittihad,19,1999,15,13,"1,216",0,1,0,0,3,0,0,0.07,0.07,0,0.07,2018
Waleed Abdullah,sa KSA,GK,Al-Nassr,32,1986,7,6,545,0,0,0,0,0,0,0,0,0,0,0,2018
Omar Abdulrahman,ae UAE,"FW,MF",Al-Hilal,26,1991,5,5,359,1,1,0,0,0,0,0.25,0.25,0.5,0.25,0.5,2018
Nawaf Al Abed,sa KSA,MF,Al-Hilal,28,1990,7,3,323,2,1,0,0,1,0,0.56,0.28,0.84,0.56,0.84,2018
Mazen Abo Shararah,sa KSA,"MF,FW",Al-Raed,27,1991,9,2,288,1,0,0,0,1,0,0.31,0,0.31,0.31,0.31,2018
Abdulrahman Al-Aboud,sa KSA,"MF,DF",Al-Ettifaq,23,1995,22,9,"1,039",0,1,0,0,7,0,0,0.09,0.09,0,0.09,2018
Mohammed Abousaban,sa KSA,"MF,FW",Al-Faisaly,28,1990,8,3,214,0,0,0,0,2,0,0,0,0,0,0,2018
Talal Al-Absi,sa KSA,DF,Al-Taawoun,25,1993,26,26,"2,296",0,0,0,0,6,1,0,0,0,0,0,2018
Abdulfattah Adam,sa KSA,FW,Al-Taawoun,23,1995,25,10,"1,102",12,1,0,2,3,0,0.98,0.08,1.06,0.98,1.06,2018
Matías Aguirregaray,uy URU,DF,Al-Fateh,29,1989,25,25,"2,210",2,4,1,1,6,0,0.08,0.16,0.24,0.04,0.2,2018
Karim El Ahmadi,ma MAR,MF,Al-Ittihad,33,1985,24,24,"2,042",0,1,0,0,8,0,0,0.04,0.04,0,0.04,2018
Mohammed Ahmed Alhaeti,sa KSA,GK,Al-Ettifaq,,,2,1,135,0,0,0,0,1,0,0,0,0,0,0,2018
Ahmed Akaïchi,tn TUN,FW,Al-Ettifaq,29,1989,14,9,880,3,1,0,0,1,0,0.31,0.1,0.41,0.31,0.41,2018
Joseph Akpala,ng NGA,FW,Al-Faisaly,31,1986,14,7,734,2,1,0,0,1,0,0.25,0.12,0.37,0.25,0.37,2018
Brahian Alemán,uy URU,"MF,FW",Al-Ettifaq,28,1989,25,25,"2,136",4,5,0,0,4,2,0.17,0.21,0.38,0.17,0.38,2018
Alemão,br BRA,DF,Al-Hazem,27,1990,29,29,"2,610",4,0,3,4,4,0,0.14,0,0.14,0.03,0.03,2018
Alexis,es ESP,DF,Al-Ahli,32,1985,8,7,623,0,0,0,0,2,1,0,0,0,0,0,2018
Othman Alhaj,sa KSA,"MF,FW",Al-Ahli,24,1994,4,2,159,1,1,0,0,0,0,0.57,0.57,1.13,0.57,1.13,2018
Shaye Ali Sharahili,sa KSA,"MF,DF",Al-Qadsiah,28,1990,16,12,"1,066",0,0,0,0,4,0,0,0,0,0,0,2018
Abdullah Almogren,sa KSA,"MF,FW",Al-Raed,21,1996,10,4,369,1,1,0,0,0,0,0.24,0.24,0.49,0.24,0.49,2018
Ibrahim Aloytabi,sa KSA,MF,Al-Taawoun,21,1997,1,0,24,0,0,0,0,0,0,0,0,0,0,0,2018
Mohanad Alshudukhi,sa KSA,MF,Al-Raed,19,1999,5,0,56,0,0,0,0,0,0,0,0,0,0,0,2018
Gilbert Álvarez,bo BOL,FW,Al-Hazem,26,1992,9,3,291,0,0,0,0,0,0,0,0,0,0,0,2018
Cédric Amissi,bi BDI,MF,Al-Taawoun,28,1990,27,25,"2,248",3,3,0,0,8,1,0.12,0.12,0.24,0.12,0.24,2018
Abdullah Al-Ammar,sa KSA,DF,Al-Fateh,24,1994,9,9,810,0,0,0,0,1,0,0,0,0,0,0,2018
Abdullah Al-Ammar,sa KSA,DF,Al-Ittihad,24,1994,5,3,282,0,0,0,0,0,0,0,0,0,0,0,2018
Turki Al Ammar,sa KSA,MF,Al-Shabab,18,1999,3,1,79,0,0,0,0,1,0,0,0,0,0,0,2018
Sari Amr,sa KSA,DF,Al-Wehda,28,1989,9,7,687,0,1,0,0,2,0,0,0.13,0.13,0,0.13,2018
Nordin Amrabat,ma MAR,MF,Al-Nassr,31,1987,26,24,"2,124",5,9,0,0,4,0,0.21,0.38,0.59,0.21,0.59,2018
Abdulelah Al-Amri,sa KSA,DF,Al-Wehda,21,1997,12,11,"1,006",1,0,0,0,1,0,0.09,0,0.09,0.09,0.09,2018
Hassan Al-Amri,sa KSA,MF,Al-Qadsiah,24,1994,8,2,238,1,0,0,0,4,1,0.38,0,0.38,0.38,0.38,2018
Mohammed Al-Amri,sa KSA,"DF,MF",Al-Raed,26,1991,20,17,"1,572",2,1,0,0,4,0,0.11,0.06,0.17,0.11,0.17,2018
Rakan Al Anaze,sa KSA,FW,Al-Nassr,20,1998,2,0,54,0,0,0,0,0,0,0,0,0,0,0,2018
Fahad Al Ansari,kw KUW,MF,Al-Faisaly,31,1987,27,25,"2,212",3,3,0,1,2,0,0.12,0.12,0.24,0.12,0.24,2018
Luiz Antônio,br BRA,MF,Al-Shabab,27,1991,29,28,"2,554",3,1,1,1,3,0,0.11,0.04,0.14,0.07,0.11,2018
Apodi,br BRA,"MF,DF",Ohod,31,1986,14,14,"1,260",0,1,0,0,1,0,0,0.07,0.07,0,0.07,2018
Johan Arango,co COL,"MF,FW",Al-Batin,27,1991,11,8,771,1,0,0,0,4,0,0.12,0,0.12,0.12,0.12,2018
Ramón Arias,uy URU,DF,Al-Ettifaq,26,1992,26,25,"2,275",1,3,0,0,7,0,0.04,0.12,0.16,0.04,0.16,2018
Arthur,br BRA,"MF,FW",Al-Shabab,26,1992,15,12,930,6,2,0,0,0,0,0.58,0.19,0.77,0.58,0.77,2018
Abdulaziz Al-Aryani,sa KSA,FW,Al-Ittihad,22,1996,8,1,246,2,0,0,0,0,0,0.73,0,0.73,0.73,0.73,2018
Abdulfattah Asiri,sa KSA,"MF,FW",Al-Ahli,24,1994,19,12,"1,098",6,7,0,0,3,0,0.49,0.57,1.07,0.49,1.07,2018
Jaber Asiri,sa KSA,FW,Al-Wehda,20,1997,2,0,34,1,0,0,0,0,0,2.65,0,2.65,2.65,2.65,2018
Ali Al Asmari,sa KSA,MF,Ohod,21,1997,21,8,934,1,0,0,0,1,0,0.1,0,0.1,0.1,0.1,2018
Malik Asselah,dz ALG,GK,Al-Hazem,32,1986,30,30,"2,699",0,0,0,0,4,1,0,0,0,0,0,2018
Ahmed Assiri,sa KSA,DF,Al-Ittihad,26,1991,18,18,"1,616",0,0,0,0,3,0,0,0,0,0,0,2018
Muhannad Assiri,sa KSA,FW,Al-Ahli,31,1986,13,6,587,4,0,1,1,3,0,0.61,0,0.61,0.46,0.46,2018
Mohmad Atiah,sa KSA,MF,Ohod,26,1991,22,18,"1,578",1,3,0,0,5,0,0.06,0.17,0.23,0.06,0.23,2018
Mohamed Atwa,eg EGY,DF,Al-Raed,28,1990,28,28,"2,423",0,2,0,0,1,0,0,0.07,0.07,0,0.07,2018
Mohamed Awad,eg EGY,GK,Al-Wehda,26,1992,27,27,"2,393",0,0,0,0,1,0,0,0,0,0,0,2018
Mohammed Awaji,sa KSA,GK,Al-Shabab,23,1994,2,2,180,0,0,0,0,1,0,0,0,0,0,0,2018
Fares Al-Ayyaf,sa KSA,MF,Al-Hazem,26,1992,17,15,"1,274",1,0,0,0,2,0,0.07,0,0.07,0.07,0.07,2018
Claudio Baeza,cl CHI,MF,Al-Ahli,24,1993,12,11,969,0,1,0,0,3,0,0,0.09,0.09,0,0.09,2018
Hattan Bahebri,sa KSA,MF,Al-Shabab,26,1992,12,11,943,1,1,0,0,4,0,0.1,0.1,0.19,0.1,0.19,2018
Hattan Bahebri,sa KSA,MF,Al-Hilal,26,1992,5,3,266,0,0,0,0,2,0,0,0,0,0,0,2018
Abdullah Al Bahri,sa KSA,GK,Al-Ettifaq,,,1,1,90,0,0,0,0,0,0,0,0,0,0,0,2018
Jamal Bajandouh,sa KSA,MF,Al-Ittihad,25,1992,19,15,"1,186",0,1,0,0,3,0,0,0.08,0.08,0,0.08,2018
Masood Bakheet,sa KSA,DF,Al-Hazem,,,25,24,"2,135",2,1,0,0,8,2,0.08,0.04,0.13,0.08,0.13,2018
Yzeid Al Bakr,sa KSA,DF,Al-Faisaly,22,1995,24,22,"1,944",1,0,0,0,2,0,0.05,0,0.05,0.05,0.05,2018
Waleed Bakshween,sa KSA,MF,Al-Wehda,28,1989,22,19,"1,648",0,2,0,0,5,0,0,0.11,0.11,0,0.11,2018
Ageel Balghaith,sa KSA,DF,Al-Faisaly,31,1987,18,16,"1,415",0,1,0,0,3,1,0,0.06,0.06,0,0.06,2018
Ahmed Bamsaud,sa KSA,"MF,DF",Al-Fayha,22,1995,9,7,579,0,0,0,0,2,0,0,0,0,0,0,2018
Alkhaly Bangoura,gn GUI,MF,Al-Fateh,22,1996,13,8,755,2,0,1,1,3,0,0.24,0,0.24,0.12,0.12,2018
Ismaël Bangoura,gn GUI,FW,Al-Batin,33,1985,8,4,438,0,0,0,1,1,0,0,0,0,0,0,2018
Ismaël Bangoura,gn GUI,FW,Al-Raed,33,1985,12,7,639,2,0,1,1,1,1,0.28,0,0.28,0.14,0.14,2018
Mohammed Al Baqawi,sa KSA,DF,Al-Hilal,23,1995,3,2,178,0,0,0,0,0,0,0,0,0,0,0,2018
Mohammed Al Baqawi,sa KSA,MF,Al-Shabab,23,1995,5,1,193,0,0,0,0,0,0,0,0,0,0,0,2018
Baraka,br BRA,MF,Al-Batin,32,1986,28,28,"2,520",1,1,0,0,2,0,0.04,0.04,0.07,0.04,0.07,2018
Abdulrahman Al-Barakah,sa KSA,MF,Al-Fayha,27,1990,26,24,"2,125",1,3,0,0,3,0,0.04,0.13,0.17,0.04,0.17,2018
Khaled Al-Barakah,sa KSA,DF,Al-Hazem,27,1990,24,24,"2,114",0,3,0,0,7,0,0,0.13,0.13,0,0.13,2018
Yassin Barnawi,sa KSA,DF,Al-Qadsiah,24,1993,12,11,"1,007",0,0,0,0,3,0,0,0,0,0,0,2018
Yassin Barnawi,sa KSA,DF,Al-Ittihad,24,1993,2,2,180,0,0,0,0,0,0,0,0,0,0,0,2018
Badr Bashir,sa KSA,MF,Al-Faisaly,20,1997,4,1,75,0,1,0,0,0,0,0,1.2,1.2,0,1.2,2018
Rami Bedoui,tn TUN,"DF,MF",Al-Fayha,28,1990,7,6,510,0,0,0,0,1,0,0,0,0,0,0,2018
Aymen Belaïd,tn TUN,DF,Ohod,29,1989,8,8,720,0,0,0,0,1,0,0,0,0,0,0,2018
Hatem Belal,sa KSA,MF,Al-Qadsiah,24,1994,13,9,784,0,0,0,0,2,0,0,0,0,0,0,2018
Hicham Belkaroui,dz ALG,DF,Al-Raed,27,1990,19,18,"1,531",1,0,0,0,4,0,0.06,0,0.06,0.06,0.06,2018
Mokhtar Belkhiter,dz ALG,DF,Al-Qadsiah,26,1992,13,13,"1,170",0,0,0,0,3,0,0,0,0,0,0,2018
Farouk Ben Mustapha,tn TUN,GK,Al-Shabab,29,1989,27,27,"2,430",0,0,0,0,2,0,0,0,0,0,0,2018
Fakhreddine Ben Youssef,tn TUN,"MF,FW",Al-Ettifaq,27,1991,19,14,"1,250",1,2,0,0,3,0,0.07,0.14,0.22,0.07,0.22,2018
Djamel Benlamri,dz ALG,"DF,MF",Al-Shabab,28,1989,25,25,"2,189",1,1,0,0,8,1,0.04,0.04,0.08,0.04,0.08,2018
Nahir Besara,se SWE,"FW,MF",Al-Fayha,27,1991,11,8,716,3,1,0,0,0,0,0.38,0.13,0.5,0.38,0.5,2018
Seif Bin Hussein,sa KSA,DF,Al-Hazem,,,1,1,90,0,0,0,0,0,0,0,0,0,0,0,2018
Sultan bin Jamal,sa KSA,MF,Al-Raed,21,1996,25,22,"1,901",0,0,0,0,4,0,0,0,0,0,0,2018
Fahad bin Jumayah,sa KSA,MF,Al-Nassr,23,1995,15,4,495,1,3,0,0,1,0,0.18,0.55,0.73,0.18,0.73,2018
Khalid bin Shuwayyi,sa KSA,DF,Al-Nassr,22,1996,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2018
Abdulaziz Al-Bishi,sa KSA,MF,Al-Faisaly,24,1994,13,13,"1,007",2,1,0,0,1,0,0.18,0.09,0.27,0.18,0.27,2018
Abdulaziz Al-Bishi,sa KSA,MF,Al-Ittihad,24,1994,10,5,464,2,2,0,0,1,0,0.39,0.39,0.78,0.39,0.78,2018
Abdullah Al Bishi,sa KSA,DF,Al-Qadsiah,22,1996,2,1,142,0,0,0,0,1,0,0,0,0,0,0,2018
Jufain Al-Bishi,sa KSA,DF,Al-Taawoun,31,1987,3,2,217,0,0,0,0,1,0,0,0,0,0,0,2018
Cristian Bonilla,co COL,GK,Al-Fayha,25,1993,15,15,"1,350",0,0,0,0,1,0,0,0,0,0,0,2018
Alberto Botía,es ESP,DF,Al-Hilal,29,1989,26,26,"2,290",2,0,0,0,8,1,0.08,0,0.08,0.08,0.08,2018
Aziz Bouhaddouz,ma MAR,FW,Al-Batin,31,1987,10,10,837,2,1,0,0,0,0,0.22,0.11,0.32,0.22,0.32,2018
M'barek Boussoufa,ma MAR,MF,Al-Shabab,33,1984,13,13,"1,140",1,0,0,0,3,0,0.08,0,0.08,0.08,0.08,2018
Mohammed Al-Breik,sa KSA,DF,Al-Hilal,25,1992,26,25,"2,275",0,6,0,0,8,0,0,0.24,0.24,0,0.24,2018
Bruno,br BRA,"MF,FW",Ohod,19,1999,11,4,461,0,0,0,0,0,0,0,0,0,0,0,2018
Abdu Al Bsisi,sa KSA,GK,Ohod,41,1977,3,2,250,0,0,0,0,1,0,0,0,0,0,0,2018
Tawfiq Bu Haymid,sa KSA,"DF,MF",Al-Fayha,31,1987,22,18,"1,598",0,2,0,0,6,1,0,0.11,0.11,0,0.11,2018
Constantin Budescu,ro ROU,"MF,FW",Al-Shabab,29,1989,22,16,"1,480",7,5,2,3,2,0,0.43,0.3,0.73,0.3,0.61,2018
Ali Al-Bulaihi,sa KSA,DF,Al-Hilal,28,1989,25,24,"2,172",3,0,0,0,7,0,0.12,0,0.12,0.12,0.12,2018
Firas Al-Buraikan,sa KSA,FW,Al-Nassr,18,2000,4,1,102,0,0,0,0,0,0,0,0,0,0,0,2018
Diego Calderón Caicedo,co COL,"FW,MF",Al-Faisaly,28,1989,29,25,"2,147",7,4,0,0,5,0,0.29,0.17,0.46,0.29,0.46,2018
Haroune Camara,sa KSA,FW,Al-Qadsiah,20,1998,29,20,"1,800",7,3,0,0,3,0,0.35,0.15,0.5,0.35,0.5,2018
Thiago Carleto,br BRA,"DF,MF",Al-Ittihad,29,1989,4,4,346,0,0,0,0,1,0,0,0,0,0,0,2018
André Carrillo,pe PER,"MF,FW",Al-Hilal,27,1991,21,20,"1,691",3,6,0,0,2,1,0.16,0.32,0.48,0.16,0.48,2018
Cássio,pt POR,GK,Al-Taawoun,37,1980,29,29,"2,610",0,1,0,0,3,0,0,0.03,0.03,0,0.03,2018
